MS_SubClass,MS_Zoning,Lot_Frontage,Lot_Area,Street,Alley,Lot_Shape,Land_Contour,Utilities,Lot_Config,Land_Slope,Neighborhood,Condition_1,Condition_2,Bldg_Type,House_Style,Overall_Cond,Year_Built,Year_Remod_Add,Roof_Style,Roof_Matl,Exterior_1st,Exterior_2nd,Mas_Vnr_Area,Exter_Cond,Foundation,Bsmt_Cond,Bsmt_Exposure,BsmtFin_Type_1,BsmtFin_SF_1,BsmtFin_Type_2,BsmtFin_SF_2,Bsmt_Unf_SF,Total_Bsmt_SF,Heating,Heating_QC,Central_Air,Electrical,First_Flr_SF,Second_Flr_SF,Gr_Liv_Area,Bsmt_Full_Bath,Bsmt_Half_Bath,Full_Bath,Half_Bath,Bedroom_AbvGr,Kitchen_AbvGr,TotRms_AbvGrd,Functional,Fireplaces,Garage_Type,Garage_Finish,Garage_Cars,Garage_Area,Garage_Cond,Paved_Drive,Wood_Deck_SF,Open_Porch_SF,Enclosed_Porch,Three_season_porch,Screen_Porch,Pool_Area,Pool_QC,Fence,Misc_Val,Mo_Sold,Year_Sold,Sale_Type,Sale_Condition,Sale_Price,Longitude,Latitude
2,5,66.0,7800.0,1,1,3,3,0,4,0,15,2,2,1,0,1,1964.0,1964.0,1,1,14,15,0.0,4,1,5,3,5,6,3,0,0.0,912.0,1,4,1,4,912.0,0.0,912.0,0.0,0,1.0,0.0,2.0,1,5,7,0.0,0,3,1.0,288,5,2,0,0,0,0,0,0,3,4,0,11,2006,9,0,115000,-93.610501,42.040148
13,5,0.0,15038.0,1,1,1,3,0,0,0,8,2,2,1,5,1,1996.0,1996.0,1,1,6,6,0.0,4,2,5,3,5,6,6,0,778.0,916.0,1,2,1,4,916.0,720.0,1636.0,0.0,0,2.0,1.0,3.0,1,7,7,1.0,0,0,2.0,386,5,2,168,84,0,0,0,0,3,4,0,11,2008,9,4,173000,-93.637482,42.060369
14,6,24.0,1920.0,1,1,2,3,0,4,0,2,2,2,3,5,1,1971.0,1971.0,1,1,6,6,376.0,4,1,5,3,0,1,6,0,294.0,765.0,1,0,1,4,765.0,600.0,1365.0,1.0,0,1.0,1.0,2.0,1,6,2,0.0,4,3,2.0,440,5,2,240,36,0,0,0,0,3,4,0,8,2007,9,4,122500,-93.627242,42.051833
1,5,65.0,7898.0,1,1,2,3,0,0,0,15,2,2,1,0,5,1920.0,1994.0,1,1,8,8,0.0,4,0,5,3,6,7,6,0,576.0,576.0,1,2,1,4,985.0,0.0,985.0,0.0,0,1.0,0.0,2.0,1,4,7,0.0,4,3,2.0,676,5,0,0,0,0,0,0,0,3,4,0,4,2010,9,4,105000,-93.615475,42.038443
5,5,0.0,13650.0,1,1,2,3,0,4,0,21,2,2,1,1,1,1958.0,1958.0,1,1,8,8,0.0,2,1,5,3,0,1,1,0,554.0,1052.0,1,0,1,4,1252.0,668.0,1920.0,1.0,0,2.0,0.0,4.0,1,8,7,1.0,0,3,2.0,451,5,2,0,0,0,0,0,0,3,4,0,7,2006,9,4,172500,-93.665569,42.033285
2,5,0.0,11717.0,1,1,3,3,0,4,0,19,3,2,1,0,0,1970.0,1970.0,3,1,6,6,406.875,4,1,5,3,6,7,6,0,1442.0,1442.0,1,4,1,4,1442.0,0.0,1442.0,0.0,0,2.0,0.0,2.0,1,6,7,1.0,0,2,2.0,615,5,2,371,0,0,0,0,0,3,4,0,2,2009,9,4,185000,-93.634634,42.048009
2,5,75.0,13125.0,1,1,2,3,0,4,1,5,2,2,1,0,1,1997.0,1998.0,1,1,13,14,215.0,4,2,5,1,2,3,6,0,484.0,1478.0,1,0,1,4,1493.0,0.0,1493.0,1.0,0,2.0,0.0,3.0,1,7,7,1.0,0,0,2.0,508,5,2,140,39,0,0,0,0,3,4,0,4,2008,9,4,208900,-93.679505,42.017854
5,6,56.0,10134.0,1,0,2,3,0,4,0,20,2,2,1,1,1,1910.0,1950.0,1,1,8,8,0.0,4,0,5,3,6,7,6,0,801.0,801.0,1,2,0,4,801.0,646.0,1447.0,0.0,0,1.0,0.0,3.0,1,6,7,0.0,6,1,0.0,0,3,0,80,0,0,0,0,0,3,4,0,7,2009,9,4,103000,-93.615381,42.030282
10,5,85.0,9350.0,1,1,2,3,0,4,0,15,2,2,1,4,7,1965.0,1999.0,1,1,3,3,0.0,2,2,5,1,0,1,6,0,586.0,1219.0,1,2,1,4,1265.0,0.0,1265.0,0.0,0,2.0,0.0,3.0,1,6,7,1.0,0,2,2.0,502,5,2,0,92,0,0,0,0,3,2,0,10,2008,9,4,179900,-93.6267969,42.0417764
5,5,50.0,8405.0,1,1,2,3,0,4,0,7,2,2,1,1,4,1945.0,1950.0,1,1,15,16,0.0,4,3,3,4,4,5,4,0,0.0,30.25,5,4,0,1,1088.0,441.0,1529.0,0.0,0,2.0,0.0,4.0,1,9,4,0.0,4,3,1.0,240,5,0,92,0,0,0,0,0,3,4,0,4,2009,9,4,98000,-93.6644556,42.0217997
13,5,60.0,8123.0,1,1,3,3,0,4,0,8,6,2,1,5,1,2000.0,2000.0,1,1,13,14,16.0,4,2,5,3,6,7,6,0,982.0,982.0,1,0,1,4,1007.0,793.0,1800.0,0.0,0,2.0,1.0,3.0,1,7,7,1.0,0,0,2.0,463,5,2,100,63,0,0,0,0,3,4,0,6,2009,9,4,179000,-93.641377,42.057839
2,5,0.0,7791.0,1,1,3,3,0,4,0,21,5,2,1,0,7,1963.0,1995.0,1,1,9,10,0.0,2,1,5,3,0,1,6,0,288.0,912.0,1,0,1,4,912.0,0.0,912.0,1.0,0,1.0,0.0,3.0,1,6,7,0.0,0,2,1.0,300,5,2,0,0,0,0,0,0,3,1,0,10,2009,9,4,129000,-93.669538,42.035331
2,5,65.0,8125.0,1,1,2,3,0,4,0,22,2,2,1,0,1,1994.0,1998.0,1,1,6,6,258.0,4,2,5,3,2,3,6,0,270.0,1408.0,1,0,1,4,1679.0,0.0,1679.0,1.0,0,2.0,0.0,3.0,1,7,7,1.0,0,2,2.0,575,5,2,224,42,0,0,0,0,3,4,0,10,2008,9,4,193500,-93.688981,42.035878
2,5,87.0,10037.0,1,1,2,3,0,0,0,23,1,2,1,0,1,2006.0,2007.0,3,1,13,14,0.0,4,2,5,3,2,3,6,0,794.0,1460.0,1,0,1,4,1460.0,0.0,1460.0,0.0,0,2.0,0.0,3.0,1,6,7,1.0,0,0,2.0,480,5,2,0,20,0,0,0,0,3,4,0,8,2008,9,4,247000,-93.643788,42.053183
13,5,75.0,9675.0,1,1,2,3,0,4,0,23,2,2,1,5,1,2005.0,2005.0,1,1,13,14,0.0,4,2,5,2,2,3,6,0,772.0,1113.0,1,0,1,4,1113.0,858.0,1971.0,0.0,0,2.0,1.0,3.0,1,8,7,1.0,0,2,2.0,689,5,2,0,48,0,0,0,0,3,4,0,2,2009,9,4,253000,-93.641251,42.053258
2,5,66.0,9240.0,1,1,3,3,0,4,0,15,2,2,1,0,7,1959.0,1998.0,3,1,8,8,0.0,4,1,5,3,0,1,6,0,280.0,988.0,1,4,1,4,988.0,0.0,988.0,1.0,0,2.0,0.0,3.0,1,6,7,0.0,0,3,1.0,297,5,2,156,0,0,0,0,0,3,4,0,6,2009,9,4,149500,-93.616434,42.044083
2,5,68.0,17727.75,1,1,3,2,0,4,0,27,2,2,1,0,1,1981.0,1987.0,1,7,15,16,0.0,4,1,5,1,2,3,6,0,32.0,1842.0,1,2,1,4,1842.0,0.0,1842.0,2.0,0,0.0,1.0,0.5,1,5,7,1.0,0,0,3.0,894,5,2,420,72,0,0,0,0,3,4,0,11,2006,9,4,339500,-93.658237,42.037409
13,5,0.0,7472.0,1,1,3,3,0,1,0,15,2,2,1,5,3,1972.0,2004.0,1,1,6,6,138.0,4,1,5,3,0,1,6,0,99.0,725.0,1,2,1,4,725.0,754.0,1479.0,1.0,0,1.0,1.0,4.0,1,7,7,0.0,0,0,2.0,484,5,2,0,32,0,0,0,0,3,4,0,6,2007,9,4,184000,-93.626565,42.054603
2,5,53.0,15401.0,1,1,3,1,0,1,0,25,2,2,1,0,1,2004.0,2004.0,3,1,13,14,296.0,4,2,5,1,2,3,6,0,547.0,1884.0,1,0,1,4,1884.0,0.0,1884.0,1.0,0,2.0,0.0,2.0,1,7,7,1.0,0,0,3.0,670,5,2,214,76,0,0,0,0,3,4,0,9,2008,9,4,339500,-93.627911,42.060241
0,5,70.0,8078.0,1,1,2,3,0,4,0,15,2,2,0,0,1,1958.0,1958.0,3,1,14,15,260.0,4,1,5,3,6,7,6,0,1560.0,1560.0,1,4,1,4,1560.0,0.0,1560.0,0.0,0,2.0,0.0,4.0,1,8,7,0.0,4,3,2.0,484,5,2,0,0,0,0,0,0,3,4,0,12,2007,9,4,128600,-93.61848,42.040773
2,5,0.0,12968.0,1,1,1,3,0,4,0,21,2,2,1,0,0,1962.0,1962.0,3,1,6,10,0.0,4,1,5,3,0,1,6,0,175.0,912.0,1,4,1,4,912.0,0.0,912.0,1.0,0,1.0,0.0,2.0,1,4,7,0.0,4,3,1.0,352,5,2,140,0,0,0,0,0,3,4,0,9,2008,9,4,144000,-93.675743,42.035179
5,5,75.0,9525.0,1,1,2,3,0,4,0,7,2,2,1,1,2,1954.0,1972.0,1,1,14,15,0.0,4,1,1,3,5,6,6,0,550.0,994.0,1,2,1,4,1216.0,639.0,1855.0,0.0,0,2.0,0.0,4.0,1,7,7,0.0,0,3,1.0,325,5,2,182,0,0,0,0,0,3,4,0,10,2006,9,4,136900,-93.666095,42.025102
13,5,80.0,9600.0,1,1,2,3,0,4,0,19,2,2,1,5,0,1971.0,1971.0,1,1,8,8,0.0,4,1,5,3,0,1,6,0,386.0,715.0,1,4,1,4,930.0,715.0,1645.0,0.0,0,1.0,2.0,4.0,1,7,7,0.0,0,2,2.0,441,5,2,0,78,0,0,0,0,3,1,0,6,2010,9,4,171000,-93.632554,42.043821
5,6,51.0,6120.0,1,1,2,3,0,0,0,3,2,2,1,1,0,1936.0,1950.0,1,1,14,15,0.0,1,0,5,3,6,7,6,0,927.0,927.0,1,4,1,4,1067.0,472.0,1539.0,0.0,0,1.0,1.0,3.0,1,5,7,0.0,4,3,2.0,576,5,2,112,0,0,0,0,0,3,2,0,4,2009,9,4,141500,-93.623645,42.03252
2,5,100.0,17727.75,1,1,2,3,0,2,0,21,2,2,1,0,1,1950.0,1950.0,1,1,14,8,0.0,4,3,3,4,4,5,4,0,0.0,30.25,1,4,1,0,1640.0,0.0,1640.0,0.0,0,1.0,0.0,3.0,1,7,2,1.0,0,2,2.0,394,5,2,0,0,0,0,0,0,3,4,0,6,2006,9,4,131000,-93.65815,42.033296
12,6,60.0,9600.0,1,0,2,3,0,4,0,20,2,2,1,5,5,1910.0,2002.0,1,1,14,16,0.0,2,0,1,3,6,7,6,0,264.0,264.0,1,0,1,4,768.0,664.0,1432.0,0.0,0,2.0,0.0,2.0,1,7,7,0.0,4,3,2.0,360,2,2,270,0,0,0,0,0,3,0,0,5,2007,9,0,132000,-93.616988,42.032254
3,6,0.0,3940.0,1,1,2,3,0,4,0,0,2,2,3,0,1,2004.0,2004.0,3,1,13,14,24.0,4,2,5,3,2,3,6,0,306.0,1393.0,1,0,1,4,1576.0,0.0,1576.0,1.0,0,2.0,0.0,2.0,1,7,7,1.0,0,2,3.0,668,5,2,143,20,0,0,0,0,3,4,0,5,2008,9,4,219990,-93.640958,42.062299
13,5,70.0,8462.0,1,1,3,3,0,4,0,22,2,2,1,5,1,1994.0,1994.0,1,1,6,6,105.0,2,2,2,3,2,3,6,0,114.0,928.0,1,0,1,4,936.0,785.0,1721.0,0.0,0,2.0,1.0,3.0,1,7,7,0.0,0,2,2.0,471,5,2,300,87,0,0,0,0,3,4,0,7,2007,9,4,201000,-93.689026,42.036028
2,5,78.0,11645.0,1,1,2,3,0,4,0,5,2,2,1,0,1,2005.0,2006.0,1,1,13,14,76.0,4,2,5,1,2,3,6,0,1474.0,1498.0,1,0,1,4,1498.0,0.0,1498.0,0.0,0,2.0,0.0,3.0,1,7,7,1.0,0,0,3.0,844,5,2,144,98,0,0,0,0,3,4,0,3,2009,9,4,237000,-93.689066,42.024399
2,5,77.0,9320.0,1,1,3,3,0,4,0,15,2,2,1,0,1,1959.0,1959.0,1,1,9,10,0.0,4,1,5,3,0,1,6,0,381.0,950.0,1,1,1,4,1225.0,0.0,1225.0,1.0,0,1.0,1.0,3.0,1,6,7,0.0,6,1,0.0,0,3,2,352,0,0,0,0,0,3,4,0,1,2010,9,4,128950,-93.623383,42.043363
13,5,60.0,10800.0,1,1,2,3,0,4,0,20,2,2,1,5,5,1939.0,2006.0,1,1,13,14,0.0,2,0,5,3,6,7,6,0,676.0,676.0,1,0,1,4,676.0,676.0,1352.0,0.0,0,2.0,0.0,4.0,1,7,7,0.0,4,3,2.0,720,5,2,187,0,0,0,0,0,3,4,0,8,2009,9,4,149000,-93.61239,42.037144
5,1,63.0,4761.0,1,1,2,3,0,0,0,11,2,2,1,2,4,1918.0,1950.0,1,1,14,15,0.0,1,0,1,3,6,7,6,0,1020.0,1020.0,1,1,0,2,1020.0,0.0,1020.0,0.0,0,1.0,0.0,2.0,1,5,7,0.0,6,1,0.0,0,3,0,0,0,0,0,0,0,3,4,0,10,2006,3,4,64500,-93.606869,42.02297
2,5,70.0,7000.0,1,1,2,3,0,4,0,15,2,2,1,0,2,1961.0,1961.0,3,1,3,3,0.0,4,1,5,3,2,3,6,0,369.0,1150.0,1,4,1,4,1150.0,0.0,1150.0,0.0,0,1.0,0.0,3.0,1,6,7,0.0,0,2,1.0,288,5,2,0,0,0,0,0,0,3,4,0,7,2006,9,4,146000,-93.606744,42.034708
12,5,70.0,12320.0,1,1,3,1,0,4,0,6,2,2,1,5,5,1932.0,1990.0,1,1,14,15,0.0,4,0,5,3,6,7,6,0,637.0,637.0,1,0,1,4,959.0,650.0,1609.0,0.0,0,1.0,1.0,3.0,1,8,7,2.0,5,3,3.0,579,5,2,0,0,0,0,0,0,3,1,0,5,2006,9,4,199500,-93.6416718,42.0157866
2,5,66.0,12400.0,1,1,3,3,0,4,0,15,1,2,1,0,5,1958.0,1998.0,3,1,14,15,176.0,4,1,1,3,5,6,6,0,630.0,1215.0,1,4,1,0,1215.0,0.0,1215.0,0.0,0,1.0,0.0,3.0,1,6,7,0.0,0,3,1.0,297,5,2,0,0,0,0,0,0,3,4,0,6,2009,9,4,155000,-93.614059,42.044914
13,5,85.0,11900.0,1,1,2,3,0,4,0,8,2,2,1,5,0,1977.0,1977.0,1,1,6,15,157.0,4,2,5,3,0,1,6,0,722.0,1122.0,1,0,1,4,946.0,988.0,1934.0,1.0,0,2.0,1.0,3.0,1,6,7,1.0,0,3,2.0,567,5,1,0,175,0,0,0,0,3,4,0,7,2009,9,4,185000,-93.623975,42.056796
3,6,0.0,4435.0,1,1,2,3,0,4,0,5,2,2,3,0,1,2003.0,2003.0,1,1,13,14,170.0,4,2,5,0,2,3,6,0,176.0,848.0,1,0,1,4,848.0,0.0,848.0,1.0,0,1.0,0.0,1.0,1,4,7,0.0,0,0,2.0,420,5,2,140,0,0,0,0,0,3,4,0,4,2010,9,4,143750,-93.681227,42.016275
2,5,110.0,14300.0,1,1,2,1,0,4,1,18,2,2,1,0,1,2003.0,2004.0,3,1,13,14,406.875,4,2,5,1,2,3,6,0,1473.0,2064.25,1,0,1,4,2145.625,0.0,2667.875,1.0,0,2.0,1.0,3.0,1,10,7,2.0,0,0,3.0,958,5,2,220,150,0,0,0,0,3,4,0,6,2010,9,4,339500,-93.656067,42.058599
13,5,85.0,11075.0,1,1,2,3,0,4,0,15,2,2,1,5,1,1969.0,1969.0,1,1,6,6,0.0,4,1,5,2,0,1,3,0,176.0,952.0,1,4,1,4,1092.0,1020.0,2112.0,0.0,0,2.0,1.0,4.0,1,9,7,2.0,0,3,2.0,576,5,2,280,0,0,0,0,0,3,4,0,6,2008,9,4,206900,-93.617424,42.049587
2,5,75.0,9750.0,1,1,2,3,0,4,0,5,2,2,1,0,1,2000.0,2001.0,1,1,13,14,171.0,4,2,5,3,6,7,6,0,1630.0,1630.0,1,0,1,4,1630.0,0.0,1630.0,0.0,0,2.0,0.0,3.0,1,6,7,1.0,0,3,2.0,451,5,2,74,175,0,0,0,0,3,4,0,10,2009,9,4,213000,-93.68167,42.016797
9,5,0.0,8014.0,1,1,3,3,0,1,0,21,2,2,1,3,1,1978.0,1978.0,1,1,9,6,23.0,4,1,5,1,2,3,6,0,0.0,456.0,1,4,1,4,1034.0,0.0,1034.0,0.0,0,1.0,0.0,3.0,1,5,7,1.0,1,0,2.0,504,5,2,0,0,0,0,0,0,3,4,0,6,2009,9,4,149900,-93.672651,42.031342
2,5,0.0,6627.0,1,1,3,3,0,0,0,3,1,2,1,0,0,1949.0,1950.0,3,1,13,14,0.0,4,1,3,4,4,5,4,0,0.0,30.25,0,4,0,4,720.0,0.0,720.0,0.0,0,1.0,0.0,2.0,1,4,7,0.0,4,3,1.0,287,1,2,0,0,0,0,0,0,3,4,0,7,2008,9,4,72500,-93.628205,42.035582
13,2,85.0,10800.0,1,1,2,3,0,4,0,23,2,2,1,5,1,2007.0,2008.0,1,1,13,14,100.0,4,2,5,3,2,3,6,0,245.0,1034.0,1,0,1,4,1050.0,1028.0,2078.0,1.0,0,2.0,1.0,3.0,1,8,7,1.0,0,0,3.0,836,5,2,0,102,0,0,0,0,3,4,0,4,2008,6,5,339500,-93.6430423,42.0520487
13,5,74.0,13830.0,1,1,3,3,0,4,0,8,2,2,1,5,1,1997.0,1998.0,1,1,13,14,0.0,4,2,5,3,2,3,6,0,137.0,928.0,1,2,1,4,928.0,701.0,1629.0,0.0,0,2.0,1.0,3.0,1,6,7,1.0,0,0,2.0,482,5,2,212,34,0,0,0,0,3,2,0,3,2010,9,4,189900,-93.638933,42.060899
14,6,41.0,2665.0,1,1,2,3,0,4,0,13,2,2,3,5,5,1976.0,1976.0,1,1,5,5,0.0,4,2,5,3,0,1,6,0,232.0,550.0,1,4,1,4,925.0,550.0,1475.0,0.0,0,2.0,0.0,4.0,1,6,7,1.0,0,3,1.0,336,5,2,92,26,0,0,0,0,3,4,0,5,2008,9,4,129500,-93.604184,41.990899
13,5,0.0,13006.0,1,1,3,3,0,0,0,8,2,2,1,5,1,1997.0,1997.0,1,1,6,6,285.0,4,2,5,3,6,7,6,0,964.0,964.0,1,2,1,4,993.0,1243.0,2236.0,0.0,0,2.0,1.0,4.0,1,8,7,1.0,2,0,2.0,642,5,2,0,0,0,0,0,0,3,4,0,11,2006,9,4,222000,-93.637871,42.061407
2,5,65.0,8450.0,1,1,2,3,0,4,0,21,5,2,1,0,0,1968.0,1968.0,1,1,9,10,90.0,4,1,5,3,1,2,5,0,450.0,882.0,1,4,1,4,909.0,0.0,909.0,0.0,0,1.0,0.0,3.0,1,5,7,0.0,0,3,1.0,294,5,2,0,155,0,0,0,0,3,2,0,11,2006,0,4,116000,-93.671037,42.035696
14,5,36.0,2448.0,1,1,2,3,0,4,0,18,2,2,2,5,1,2003.0,2004.0,1,1,13,16,106.0,4,2,5,3,6,7,6,0,764.0,764.0,1,0,1,4,764.0,862.0,1626.0,0.0,0,2.0,1.0,2.0,1,6,7,0.0,2,2,2.0,474,5,2,0,27,0,0,0,0,3,4,0,10,2008,9,4,155000,-93.649997,42.057468
13,5,65.0,15426.0,1,1,3,3,0,4,0,5,2,2,1,5,1,1997.0,1997.0,1,1,13,14,0.0,4,2,5,3,2,3,6,0,107.0,928.0,1,0,1,4,928.0,836.0,1764.0,1.0,0,2.0,1.0,3.0,1,7,7,0.0,0,2,2.0,470,5,2,276,99,0,0,0,0,3,2,0,8,2009,9,4,231500,-93.688372,42.021207
2,5,70.0,7560.0,1,1,2,3,0,4,0,15,2,2,1,0,0,1958.0,1965.0,3,1,3,10,0.0,4,1,5,3,3,4,6,0,525.0,1029.0,1,4,1,4,1339.0,0.0,1339.0,0.0,0,1.0,0.0,3.0,1,6,2,0.0,0,3,1.0,294,5,2,0,0,0,0,0,0,3,2,0,5,2009,0,0,139000,-93.606889,42.035968
3,5,61.0,7577.0,1,1,3,3,0,0,0,18,2,2,3,0,1,2005.0,2006.0,1,1,13,14,256.0,4,2,5,0,0,1,6,0,1342.0,1362.0,1,0,1,4,1362.0,0.0,1362.0,0.0,0,2.0,0.0,2.0,1,6,7,1.0,0,2,2.0,460,5,2,192,28,0,0,0,0,3,4,0,6,2007,9,4,194700,-93.649838,42.059175
9,5,0.0,9927.0,1,1,3,3,0,4,0,19,2,2,1,3,1,1976.0,1976.0,1,1,13,16,252.0,4,1,5,1,2,3,6,0,42.0,1047.0,1,4,1,4,1083.0,0.0,1083.0,1.0,0,1.0,0.0,2.0,1,5,7,1.0,0,2,2.0,596,5,2,420,0,0,0,0,0,3,4,0,7,2006,9,4,172000,-93.635367,42.049771
2,5,0.0,8125.0,1,1,3,3,0,0,0,15,2,2,1,0,2,1971.0,1971.0,1,1,6,6,0.0,4,1,5,3,1,2,6,0,244.0,858.0,1,4,1,4,858.0,0.0,858.0,0.0,0,1.0,0.0,3.0,1,5,7,0.0,6,1,0.0,0,3,2,0,0,0,0,0,0,3,4,0,6,2006,9,4,88000,-93.627981,42.05446
7,5,55.0,10594.0,1,1,2,3,0,4,0,6,2,2,1,2,1,1926.0,1950.0,1,1,14,15,0.0,4,0,5,3,6,7,6,0,768.0,768.0,3,1,0,4,789.0,0.0,789.0,0.0,0,1.0,0.0,2.0,1,5,7,0.0,4,3,1.0,200,4,2,0,0,0,0,0,0,3,2,0,6,2007,9,4,96500,-93.646688,42.018039
3,5,55.0,7892.0,1,1,2,3,0,4,0,22,2,2,3,0,1,1993.0,1993.0,1,1,9,10,0.0,4,2,5,3,2,3,6,0,899.0,1199.0,1,0,1,4,1199.0,0.0,1199.0,0.0,0,2.0,0.0,2.0,1,5,7,0.0,0,2,2.0,530,5,2,0,63,0,0,0,0,3,4,0,3,2008,9,4,153900,-93.686278,42.036466
2,5,0.0,14694.0,1,1,3,3,0,4,0,27,2,2,1,0,3,1977.0,2008.0,1,1,8,8,406.875,0,1,2,1,2,3,0,0,306.0,1694.0,1,0,1,4,1694.0,0.0,1694.0,1.0,0,2.0,0.0,2.0,1,5,7,1.0,0,0,2.0,642,5,2,420,120,0,0,0,0,3,4,0,6,2009,9,4,318750,-93.645923,42.043782
14,5,36.0,2628.0,1,1,2,3,0,4,0,18,2,2,2,5,1,2003.0,2003.0,1,1,13,16,106.0,4,2,5,3,6,7,6,0,764.0,764.0,1,0,1,4,764.0,862.0,1626.0,0.0,0,2.0,1.0,2.0,1,6,7,0.0,2,2,2.0,474,5,2,0,27,0,0,0,0,3,4,0,6,2010,9,4,175500,-93.651013,42.057181
2,5,0.0,16269.0,1,1,3,3,0,1,0,5,2,2,1,0,1,1978.0,1978.0,1,1,8,8,76.0,4,0,5,0,2,3,6,0,282.0,907.0,1,4,1,4,907.0,0.0,907.0,0.0,0,1.0,0.0,3.0,1,5,7,0.0,0,3,1.0,343,5,2,72,0,0,0,0,0,3,2,0,7,2009,9,4,140000,-93.687212,42.020087
5,6,50.0,6000.0,1,1,2,3,0,4,0,20,2,2,1,1,5,1948.0,2002.0,1,1,8,8,0.0,2,1,5,3,0,1,6,0,318.0,649.0,1,0,1,4,679.0,504.0,1183.0,0.0,0,1.0,1.0,2.0,1,6,7,0.0,4,3,1.0,308,5,2,0,175,0,0,0,0,3,4,0,6,2007,9,4,120000,-93.608868,42.033489
2,5,40.0,13673.0,1,1,3,3,0,1,0,21,5,2,1,0,1,1962.0,1962.0,1,1,6,6,0.0,2,1,5,3,6,7,6,0,1140.0,1140.0,1,4,1,4,1696.0,0.0,1696.0,0.0,0,1.0,1.0,3.0,1,8,3,1.0,0,2,1.0,349,5,2,0,30,0,0,0,0,3,4,0,3,2007,9,4,143900,-93.669552,42.034724
13,5,0.0,16698.0,1,1,3,1,0,1,1,4,2,2,1,5,1,1992.0,1993.0,1,1,13,14,0.0,4,2,5,0,2,3,6,0,649.0,1449.0,1,2,1,4,944.0,815.0,1759.0,1.0,0,2.0,1.0,3.0,1,7,7,1.0,0,3,2.0,525,5,2,150,175,0,0,0,0,3,4,0,6,2009,9,4,233500,-93.679297,42.02792
2,5,78.0,10206.0,1,1,2,3,0,4,0,23,2,2,1,0,1,2007.0,2007.0,1,1,13,14,406.875,4,2,5,3,2,3,6,0,1530.0,1563.0,1,0,1,4,1563.0,0.0,1563.0,0.0,0,2.0,0.0,3.0,1,6,7,1.0,0,2,3.0,758,5,2,144,99,0,0,0,0,3,4,0,10,2008,9,4,245000,-93.642376,42.054306
14,2,24.0,2280.0,1,2,2,3,0,4,0,23,2,2,2,5,1,1999.0,1999.0,1,1,8,8,216.0,4,2,5,3,2,3,6,0,194.0,744.0,1,2,1,4,757.0,792.0,1549.0,1.0,0,2.0,1.0,3.0,1,6,7,0.0,4,3,2.0,440,5,2,0,32,0,0,0,0,3,4,0,4,2008,9,4,172900,-93.644118,42.047103
3,5,0.0,3760.0,1,1,3,3,0,1,0,10,2,2,2,0,1,1980.0,1980.0,1,1,14,15,0.0,4,1,5,1,2,3,3,0,44.0,1235.0,1,2,1,4,1235.0,0.0,1235.0,1.0,0,1.0,0.0,1.0,1,4,7,2.5,0,0,2.0,484,5,2,133,78,0,0,0,0,3,4,0,5,2006,9,4,214000,-93.649329,42.042369
2,5,80.0,9600.0,1,1,2,3,0,4,0,15,2,2,1,0,0,1955.0,1955.0,3,1,6,6,176.0,2,1,5,3,1,2,6,0,710.0,1078.0,1,0,1,4,1150.0,0.0,1150.0,1.0,0,1.0,0.0,2.0,1,6,7,0.0,0,0,1.0,288,5,2,0,0,0,0,0,0,3,2,0,10,2007,9,4,144000,-93.623704,42.0362
3,6,32.0,4500.0,1,1,2,3,0,2,0,14,2,2,3,0,1,1998.0,1998.0,3,1,13,14,320.0,4,2,5,3,2,3,6,0,338.0,1204.0,1,0,1,4,1204.0,0.0,1204.0,1.0,0,2.0,0.0,2.0,1,5,7,0.0,0,0,2.0,412,5,2,0,175,0,0,0,0,3,4,0,6,2009,9,4,162000,-93.608196,41.993128
2,5,70.0,8120.0,1,1,2,3,0,4,0,15,2,2,1,0,5,1970.0,1970.0,1,1,8,8,0.0,2,1,5,3,0,1,6,0,673.0,864.0,1,0,1,4,864.0,0.0,864.0,0.0,0,1.0,0.0,3.0,1,5,7,0.0,4,3,2.0,463,5,2,0,0,0,0,0,0,3,4,0,7,2009,9,4,124500,-93.625542,42.053307
2,5,89.0,10858.0,1,1,2,3,0,0,0,15,1,2,1,0,0,1952.0,1952.0,1,1,14,10,150.0,2,1,5,2,3,4,6,0,1404.0,1444.0,1,0,1,4,1624.0,0.0,1624.0,1.0,0,1.0,0.0,2.0,1,6,2,1.0,0,2,1.0,240,5,2,0,40,0,0,0,0,3,2,0,7,2006,9,5,146500,-93.624738,42.034612
14,6,21.0,1680.0,1,1,2,3,0,4,0,2,2,2,2,5,1,1971.0,1971.0,1,1,5,5,236.0,4,1,5,3,6,7,6,0,672.0,672.0,1,4,1,4,672.0,546.0,1218.0,0.0,0,1.0,1.0,3.0,1,7,7,0.0,6,1,0.0,0,3,0,201,0,0,0,0,0,3,4,0,4,2006,9,0,91500,-93.627328,42.051839
2,5,85.0,13175.0,1,1,2,3,0,4,0,19,2,2,1,0,0,1978.0,1988.0,1,1,9,10,119.0,4,1,5,3,0,1,5,0,589.0,1542.0,1,4,1,4,2073.0,0.0,2073.0,1.0,0,2.0,0.0,3.0,1,7,2,2.0,0,3,2.0,500,5,2,349,0,0,0,0,0,3,2,0,2,2010,9,4,210000,-93.636655,42.054453
